"key","value"
"client"," access sara app card online transaction declined"
"client",""
"client",""
"client"," requested online payments declined simply card accessible payments online"
"client"," create sara money account"
"client"," document "
"client"," understand exercise "
"client"," school loans money recovered monthly lastest month thds month money recovered restrictions withdraw days noticed ths francs cut main account month scenario debts removed restrictions unable withdraw "
"client"," sara account avail "
"client"," sara told server functioning correctly "
"client"," situation"
"client"," bank time process approve loans"
"client"," finalized kumba submitted file "
"client"," sara application proving reliable experienced unjustified deductions account sara application authentic balance shit history transactions"
"client"," atm withdrawal cash withheld "
"client"," delayed collect money withdraw machine afriland bank commercial avenue bamenda machine swallowed money "
"client",""
"client","account frs time "
"client"," machine swallowed money money account "
"client"," wrote report yesterday submitted agency"
"client"," "
"client"," mistake sending money sara account sum told gap type references secret code selecting sara account holder fail times references secret code fail "
"client"," money"
"client"," deposit money orange money account afriland account sara money"
"client"," deposit money orange money account afriland account telling transactions échoué sara money subscribed "
"client"," deposit fcfa orange money saving account yesterday seing afb account "
"client"," time people dojng "
"client"," bank tge application"
"client"," understanding telling "
"client","orangemoney pdf"
"client"," telling transfered money bank"
"client",""
"client"," orange confirming money account"
"client"," time afb credit account time afb reimburse days calling calling"
"client"," print sara "
"client","sincerely disturbing"
"client"," time"
"client"," afriland reimbursed money"
"client"," withdraw money current account"
"client"," saving account"
"client"," "
"client"," "
"client"," "
"client"," understand "
"client"," atm cards respond"
"client","noo"
"client"," send message "
"client"," created account february disappointed "
"client"," njie gwladys authorization pay arrears civil servants salary accounts banks collect money verify money deducting account account balance frs bank deducted frs atm card left frs bank deducted frs account left frs time bank deduct money account random explanation account "
"client"," njie gwladys authorization pay arrears civil servants salary accounts banks collect money verify money deducting account account balance frs bank deducted frs atm card left frs bank deducted frs account left frs time bank deduct money account random explanation account "
"client"," njie gwladys verify money deducting account account balance frs bank deducted frs atm card left frs bank deducted frs account left frs time bank deduct money account random explanation account "
"client"," day njie gwlady worried bank cuts money salary account account balance frs bank deducted frs atm card left frs bank deducted frs account left frs bafoussam withdraw balance frs pay branch bamenda unblocked account pick calls returning checked balance bank deducted frs account left frs wrong afriland bamenda time bank deduct money account random people rectify account money account "
"client"," salary month"
"client",""
"client"," unable transfer money sara momo account"
"client"," google payment days account time told account credit instantly hours hours write time money account "
"client",""
"client"," attend issue "
"client",""
"client"," days money account mails whatsapp messages reply "
"client","google confirmation money telling happened money"
"client","money google yesterday euros current exchange time frs euro told check account money"
"client","google payment friday money account write reclaim money automatically "
"client"," google payment yesterday reflect bank account"
"client"," company payslip money account app verify "
"client"," received salary frs withdrawals frs frs amounting frs balance account frs left loan deduction balance frs expected"
"client"," "
"client"," registration receipt identity card "
"client"," account receipt "
"client"," deducted account month "
"client"," atm machine noticed deduction "
"client","account limbe"
"client"," deducted account month "
"client"," "
"client"," salary deducted longterm loan deducted school loan supposed account met "
"client"," bakassi atm withdrawal "
"client"," requested school loan week received school loan validation takes hrs"
"client","account requested fcfa "
"client"," sara money account code"
"client"," loan"
"client"," loan"
"client"," refuses account"
"client"," "
"client","sara app transactions log connection camtel wifi mtn data morethan attempts manged log send operator filling otp failure"
"client"," sara app time "
"client"," "
"client",""
"client"," account balance reconnect sara"
"client","otp coming"
"client"," bank withdraw frs otp coming"
"client","finally account blocked trials"
"client",""
"client"," "
"client"," sara message "
"client","pls meaning "
"client","pls happening "
"client"," poor painful pull "
"client"," meeting customers "
"client"," saturday unable withdraw sara money account"
"client"," office times yde withdrawal successful"
"client"," withdraw momo send money account"
"client"," money wallet "
"client","successful withdrawn money ur assistant"
"client"," sara money "
"client"," supposed account "
"client"," supposed "
"client",""
"client"," days unable consult sara account"
"client"," bank account jokwi henry nsoh"
"client"," passport"
"client"," birth certificate"
"client"," color passport size photograph"
"client"," issues bank card withdraw atm mistakenly wrong code atm card card atm moment "
"client"," received message bank card collect "
"client",""
"client"," "
"client",""
"client"," tomorrow "
"client"," entrée simbock"
"client"," directives subscribe bank"
"client"," sarah money account mobile banking suddenly blocked"
"client"," blocked "
"client"," access telling automatication fail mobile"
"client"," access sara money account withdraw money bank account deposit money momo "
"client"," "
"client"," massage contact bank subscribe service"
"client"," time contacting bank service"
"client"," urgent money access money"
"client"," received massage phone card"
"client"," massage weather activating "
"client",""
"client"," creat savings account"
"client"," bitcoin transactions"
"client",""
"client"," creat block savings account"
"client"," account withdrawal payments sms"
"client",""
"client",""
"client"," feeling necessity code guys connection time occasions"
"client","guys "
"client"," money understand transfered mtn sims "
"client"," afriland agency yesterday sara application activated phonenumber contacting requested une mise jour generale platform activated image subscribed smsbanking service explicitly told agent received subscribe misheard people mistakes unsubscribe smsbanking service reason debited bank xaf time charge account advance corporation "
"client"," touch account manager afriland firstbank bonaberi branch grand hangar inquire personal account details "
"client"," "
"client"," contact account manager option guys "
"client"," provide account process request "
"client"," funds prepaid card monese bank eu afriland prepared card deducted funds credited monese bank account"
"client"," digits prepaid card "
"client"," updates "
"client"," madame"
"client"," funds afriland prepaid card monese bank eu afriland prepared card deducted funds credited monese bank account requesting refund "
"client"," money refunded prepaid card"
"client"," total fcfa"
"client"," madam update complaint reclaim fund prepaid card"
"client"," waiting "
"client","email chickmayah hotmail tel "
"client","presently roaming "
"client"," belgium "
"client"," belgian live willebroek dendermondsestenweg belgium"
"client","tel "
"client"," "
"client"," lithuania"
"client"," family vacation belgium"
"client","gerosios vilties vilnius lithuania "
"client"," resident card"
"client"," "
"client"," existing complaint reference reference international transaction monese bank funds requested refund avail withdrawing prepaid card yesterday funds refunded "
"client"," existing complaint reference glad update file "
"client"," file reference explain glad update"
"client"," reactivate account lost account "
"client"," signed contract company based usa completion task unable pay afriland bank process pending disperse error continue difference usa banking cameroon money pass banks reaching afriland bank required create portal account chase bank swift service enabling fast secured transactions scam "
"client"," afriland treat matter urgency"
"client"," receiving deficit card"
"client"," bank stealing card"
"client"," bank stealing "
"client"," trust bank millions simple explanation theft account"
"client","lies"
"client"," reo urrant"
"client"," debit bank payment france debit france bank "
"client"," debit savings account"
"client","firstly"
"client"," visible "
"client"," screenshot lawyers preparing "
"client"," zara app bank history"
"client"," swear slide"
"client"," root bank understand wanna "
"client","withdraw package eco subscribe understand"
"client"," understand transaction"
"client"," "
"client"," sara app "
"client"," "
"client"," transfer bank mobile money"
"client"," customer subscribed mac product manager product carry transactions account telephone applies sara afriland application download applestore playstore "
"client"," withdraw salary account momo "
"client"," "
"client",""
"client"," "
"client"," "
"client"," "
"client"," telephone contacts account manager speak "
"client"," enter account password reset password "
"client"," account"
"client"," transfer money momo account"
"client"," message received bank card bank card expire december "
"client"," account debits alarming months salary manager overdrafts debit false"
"client"," balance fraudulent "
"client"," current account life span account stablelized recieve salary overdrafts "
"client"," january received salary amounts francs overdrafts amounted frs account reading salary manager overdrafts frs promised issue regulated normalized february salary increment salary account read account manager head office issue handle complain"
"client"," apply school fees loan procedure "
"client"," withdrawal uba prepaid card afriland bank gab bafoussam market account debited distributor money "
"client"," cfa april "
"client"," urgently certificate indebtedness "
"client",""
"client",""
"client"," bank lady creating account network disturbing otp code late continue told receive message user exist bank "
"client",""
"client",""
"client","cancel"
"client",""
"client"," change bank africans"
"client",""
"client"," account bank bank consideration left training center"
"client"," leave bank"
"client",""
"client"," bank"
"client",""
"client"," transaction account orange account"
"client"," france france "
"client"," happening"
"client","hellooo"
"client"," salary happening"
"client"," people fast offices"
"client"," paid friday"
"client"," weekend"
"client"," code guichet code banque"
"client"," "
"client"," "
"client","code guichet"
"client","aussi"
"client"," transactions "
"client","unknown transaction image"
"client","unknown transactions"
"client","feedback"
"client"," "
"client"," unable payment bank orange money"
"client"," "
"client",""
"client"," unable payment bank orange money"
"client"," loans ongoing acess sara love left"
"client"," pay loan antipation suscribe "
"client"," understand loan unblocked resigned convention"
"client"," "
"client"," processing time april"
"client"," march meant "
"client"," resign convention thursday received cash"
"client",""
"client","afriland"
"client",""
"client",""
"client"," applied loan march told hrs resign convention thursday pending "
"client"," unblocked"
"client",""
"client"," noticed debit account authorization"
"client"," frs"
"client"," "
"client","kindly assist block transaction"
"client"," advise source prevent future occurrence"
"client"," update"
"client"," issue account suspended moment bank fees accumulating account nnamdi solange nkechinyere "
"client",""
"client"," forgotten account account traveled ghana "
"client"," loan branch bank bastos weeks deposited money account money"
"client",""
"client"," access account sara"
"client"," account account "
"client"," access sara"
"client"," worried money debited account charges consent months account created noticed fcfa deducted account demand explanation "
"client",""
"client"," account debited "
"client","reset ebanking password "
"client"," forgot ebanking password"
"client"," sommary"
"client"," app"
"client"," account balance friday april balance fcfa withdrawal fcfa tuesday april balance fcfa friday april receive message telling balance fcfa withdrawal remaining fcfa saturday april withdrawal fcfa received withdrawal message explanation happened account "
"client"," account balance friday april balance fcfa withdrawal fcfa tuesday april balance fcfa friday april receive message telling balance fcfa withdrawal remaining fcfa saturday april withdrawal fcfa received withdrawal message explanation happened account key "
"client"," prepaid card digits online card refused facebook google issue card advance"
"client"," "
"client"," gestionnaire"
"client"," hand "
"client"," tembeng derick"
"client"," house "
"client"," receive ads messages afriland"
"client","sara money transaction failed receiver credited account debited "
"client","transaction pdf"
"client"," wait response"
"client","sara telephone beneficiary august "
"client","sara money transaction failed raised complaint assigned reference update "
"client"," customer account branch deposited documents verification "
"client"," debited account"
"client"," "
"client"," frs debited account withdraw money account"
"client"," insert "
"client"," inserting frs debited account"
"client"," account carry transaction atm message respond request extremely worried "
"client","send pic"
"client","send pic"
"client",""
"client","hw "
"client"," stole money account knowledge"
"client"," waiting answer demand credit days "
"client"," day"
"client",""
"client"," ready visa cart"
"client"," told "
"client",""
"client"," "
"client"," "
"client"," leave afriland"
"client","check deposited saturday demand certificate indebtedness tha provide documents "
"client"," saturday week "
"client"," card handed bank "
"client"," access bank card"
"client"," momo momo resolve charges "
"client"," debit savings account "
"client","direct debit"
"client"," deposit soft attestation indebtedness "
"client"," tomorrow "
"client"," time add funds sara balance eligible transfer"
"client",""
"client"," recieved salary month removing charges loans notice increase lacking salary rectified"
"client",""
"client"," day"
"client"," payslip fcfa understand"
"client"," recieved meaning month debited "
"client"," concern bank account student card info birth certificate exam certificate "
"client"," main issue bank receive money online personal charge subscription fee cost satisfied action transaction "
"client"," feedback "
"client",""
"client",""
"client"," rich transaction details month june "
"client"," sara records "
"client"," account balance presently negative xaf negative "
"client",""
"client"," sara account blocked "
"client","afriland app blocked"
"client",""
"client"," afriland"
"client",""
"client"," afriland app blocked"
"client",""
"client",""
"client"," receive otp mail "
"client"," unable complete online transaction time operation fails apps failure "
"client",""
"client"," transaction correctly share "
"client"," negative balance account understand "
"client"," balance negative times supposed "
"client"," balance account xaf "
"client"," debited xaf account card fee debited month "
"client"," screenshots "
"client"," package fees unpaid "
"client"," unpaid month"
"client"," debited month june"
"client"," complained mid june irregular debit daf account received rep sooner reclamations"
"client"," negative balance account xaf "
"client"," wrong account "
"client"," account unknown balance"
"client",""
"client"," withdrawal "
"client"," withdrawals xaf bought items card agree withdrawals xaf "
"client"," sara transactions online time succeeded time transaction finally succeeded"
"client","check atm withdrawals xaf day "
"client"," debited xaf ans reason "
"client"," "
"client"," check account movements month "
"client"," salary transferred month faced gross reduction "
"client","sara transactions pdf"
"client"," history account"
"client"," month negative account"
"client"," happened"
"client"," mistake réalisé withdrawn"
"client"," supposed received deposit xaf account received "
"client"," check "
"client"," august"
"client"," received deposit "
"client"," attention "
"client"," debited xaf account understand "
"client"," transaction recou agios réserve "
"client"," package "
"client"," agio fee "
"client"," time receive money account withdraw percentage agio deduced account monthly salary agio "
"client"," receive message notifying movement account "
"client"," receiving messages time movement account "
"client"," sara money log application "
"client"," cheapest cash withdrawal method cameroon wiring visa card cameroon senegal senegal easily access account "
"client"," transfer sara money account orange money account received orange money account "
"client"," "
"client"," merçi"
"client"," transfer sara money account orange money account received orange money account "
"client"," redraw money account told autorisation account manager understand happening "
"client"," invalidity pension receive afriland finance crédit benefit "
"client",""
"client"," forget ebank password"
"client",""
"client"," "
"client"," transfered account mobile money sara banking money reduced account reflect mobile money transaction sara "
"client"," deposited money account internship account interns recieved "
"client",""
"client",""
"client"," edit account details account typing error "
"client"," loan credit "
"client",""
"client"," customer invite contact account manager"
"client"," account "
"client"," phone "
"client"," trainsfering xaf accounts sara application funds accounts "
"client"," "
"client"," "
"client"," funds account service"
"client"," account blocked withdrawal mtn mobile money pls "
"client"," solve "
"client",""
"client"," account "
"client"," day notice deduction frs account"
"client"," frs account frs"
"client"," waiting response"
"client"," justified deduction money account"
"client"," bank bank statement visa application required funds account received message yesterday visa card "
"client"," "
"client",""
"client"," message received visa card"
"client"," pay money receiving visa card "
"client"," card machine sainta lucia angeles raphaël"
"client"," card travel"
"client"," extend laon "
"client"," extend laon "
"client","presently kombo meto agency"
"client"," transfer money current account saving account money savings account"
"client"," money current account"
"client"," night happy service render "
"client"," salary"
"client",""
"client"," "
"client"," telling bank administrator account kribi"
"client"," close create tired"
"client"," hard ship guys putting "
"client"," lost money avail received unsatisfactory treatment service"
"client"," kribi close account yaoundé"
"client"," speak calme center agent"
"client"," insurance loan approved deducted account "
"client"," domiciliation afriland bank bamenda mezam"
"client","hellooo afriland"
"client"," waiting reply question "
"client","unblock account withdraw salary"
"client"," talking"
"client",""
"client"," transfer afriland account orange money acount received money wrong "
"client"," kindly transferts received money"
"client"," afternoon loan expiring october pay cash penalty upward payment "
"client"," day afb received salary reminder month bank blocked account kribi told wait "
"client"," main branch garoua transferred south region bank hold customers money civil servants explanation"
"client"," savings account debited sum frs "
"client"," account "
"client"," afriland update mac accessibility cannit access account "
"client",""
"client"," "
"client"," "
"client"," equally loan balance account access sara"
"client"," mistakenly send money sara wallet wallet account money send sara wallet"
"client"," wallet account account transfer frs wallet account "
"client"," mistakenly send money sara wallet wallet account money send sara wallet"
"client"," transfer wallet wallet account reclaim wallet"
"client","account sara type transaction wallet wallet transfer frs beneficial "
"client"," transfer wallet wallet account reclaim wallet"
"client","account sara type transaction sara wallet wallet frs beneficial "
"client"," update version sara"
"client"," access sara money february "
"client",""
"client"," "
"client"," afb account trace transaction"
"client"," bank"
"client"," transfert money orange account bank account"
"client"," "
"client"," told contact bank"
"client"," people remove money account concern"
"client"," money people mind "
"client"," "
"client","weh account message account franc position salary credit remove frs salary meet account money worried "
"client",""
"client",""
"client"," save money account charges applied "
"client"," save money account charges applied "
"client"," sara money account "
"client"," account "
"client"," money sara money account "
"client"," sara money account "
"client"," code account sara money "
"client"," account sara money lock lock money "
"client"," code account sara money "
"client"," account sara money suspended onlock "
"client"," code account sara money "
"client"," bank account functions tomorrow"
"client"," "
"client"," project loan "
"client"," receive press fap loan press loan overdraft press loan charges press return previous menu"
"client",""
"client"," apply loan account"
"client"," answer "
"client"," happening apply loan january signed documents received loan apply "
"client"," received money apply loan "
"client",""
"client"," applied loan january signed documents received money apply happening"
"client"," happening applied loan january emergency signed documents received people request account happening"
"client"," project loan school fees loan "
"client",""
"client"," experience cut balance fcfa charged annual charges month november deductions waiting reply customer"
"client"," charged deducted month november time "
"client"," apply cards card card bank cuz station town "
"client"," "
"client"," unable withdrawal mobile money telling account "
"client"," "
"client"," salary incomplete shortage thousands france "
"client"," "
"client"," "
"client"," deducted money november"
"client"," months deduction "
"client","bank card "
"client"," debit account understand afriland stayed month unwanted debit account"
"client"," applied loan week"
"client"," told hours frustrated week receive loan"
"client"," medical reasons hospital waiting monday"
"client"," updates loan loan"
"client"," loan "
"client"," weeks applied loan told hours"
"client"," urgently loan "
"client"," weeks loan response guys"
"client"," disappointed services"
"client"," talk hours pass weeks"
"client"," week fake promises loan "
"client"," weeks loan urgently feeling treating "
"client"," treat customer patient weeks loan urgently loan understand treat "
"client"," afriland bank plan life achieve projects contact account manager financing hours "
"client"," message disappointed "
"client"," loan weeks "
"client"," response"
"client"," treatment "
"client"," mendong"
"client","account "
"client"," desperately overdraft public "
"client","public holiday "
"client"," received salary month issue"
"client"," received complete salary month"
"client"," reduce frs"
"client"," reduced frs"
"client"," "
"client"," "
"client"," "
"client"," afternoon "
"client"," received salary month issue"
"client"," received complete salary month"
"client",""
"client"," misunderstanding "
"client"," contact manager talk "
"client"," reduce frs"
"client"," reduced frs"
"client"," reply messages"
"client"," card package cut money "
"client"," received complete salary month"
"client"," month january"
"client"," afriland"
"client"," "
"client"," received complete salary month"
"client"," received salary pass month"
"client"," customer notice irregularity account salary invite consult history account return "
"client"," received received complete salary month"
"client"," month february"
"client"," unable account sim card "
"client"," withdraw money sim card issue"
"client"," account balance unable "
"client"," "
"client"," term loan school fees loan september school fees loan converted short term loan short term loan "
"client"," frs deducted account explanation "
"client","acc bibi charles wayne"
"client"," form bamenda likee bank deduct monthly frs deducted monthly frs contrary agreement "
"client"," days complained bank deducted money account prior huge slashed notifying message salary month february stood frs balance left frs close frs slashed money filled form afriland bank bamenda stipulating frs withdrawn account monthly real breach trust arbitrary"
"client"," understood meaning eco pack fee stand "
"client",""
"client"," happy hope paid "
"client"," link savings account mtn momo online save savings account online "
"client"," "
"client"," insecurity travel bamenda kidnapped online "
"client"," live ngoketunjia division travelling town real risk terrorists active stretch road kidnapping teachers demanding huge sums money ransom send card "
"client"," write money deducted savings account"
"client","initially frs "
"client"," unscrupulous extorting money customers quit bank"
"client"," bibi charles wayne acc "
"client"," terrible"
"client"," avoid savings slashed "
"client"," money deposit account avoid losing money "
"client"," money deposit account avoid losing money maintenance fee "
"client"," frs account "
"client"," question bank frs savings account entitled "
"client","savings account "
"client",""
"client","bibi charles wayne"
"client","plz sara app checked balance frank lot money comfirm money intact "
"client"," supposed balance app account balance "
"client"," bank friday weeks deposited application monday presiding week refinance loan money account"
"client"," month deducted salary loan reimbursed"
"client"," letter dropped mendong brach week previous week modalities repay loan"
"client"," outstanding loan frs"
"client"," told "
"client"," banking finance refinance"
"client"," "
"client"," talk manager"
"client"," aware procedure paying loan"
"client"," time writing head office"
"client"," "
"client"," info loan department correct nice day"
"client"," loan months monthly deduction salary frs deduction salary month "
"client"," document signed loan bank branch douala newbell manager"
"client"," respected paid charges loan "
"client"," grateful solution "
"client"," kindly attached account manager "
"client"," islamic banking bank "
"client"," account afriland bank based islamic banking principles "
"client"," unable access account mobile money "
"client"," time dial eligible understand "
"client"," account "
"client"," message time dial "
"client"," "
"client"," waiting speak center agent"
"client"," mute"
"client",""
"client"," account unduly blocked"
"client"," "
"client","pls worry happy worry sort charges deducted account april cut required "
"client","pls kindly bank notify salary pay bank"
"client"," "
"client"," money account short "
"client"," "
"client"," costumer account phone verification"
"client"," costumer account phone verification"
"client"," costumer account phone verification"
"client"," money account short "
"client",""
"client"," withdraw money atm machine precisely agency checkpoint engaged transaction machine signaled withdrawal checked balance sara account debited withdraw "
"client"," machine checkpoint"
"client","tuesday "
"client"," withdraw money atm machine precisely agency checkpoint engaged transaction machine signaled withdrawal checked balance sara account debited withdraw "
"client","buea"
"client"," withdraw money atm machine precisely agency checkpoint engaged transaction machine signaled withdrawal checked balance sara account debited withdraw "
"client","buea"
"client","tuesday "
"client"," withdraw money atm machine precisely agency checkpoint engaged transaction machine signaled withdrawal checked balance sara account debited withdraw "
"client","buea"
"client","tuesday "
"client"," promised "
"client"," loan loan knowhow "
"client"," card expired month takes reinstituted "
"client"," salary earner frs month loan duration deducted salary month house house lateral loan"
"client"," day time leave reserve account receiving salary meet highly probable removing frs frs frs "
"client"," domiciliary account nigerian naira receive payments nigeria naira"
"client"," grateful kindly "
"client"," balance frs deducted account "
"client"," paid dues fri month"
"client"," outstanding dues month deducted balance left account deducted"
"client"," understand happening accout debited occasions"
"client"," regulate situation month overdraft february match account debited branch slow regulate situation"
"client"," withdrawal frs bank account momo received money momo account money dedicated bank account"
"client"," withdrawal "
"client"," received money"
"client"," "
"client"," account sara money "
"client"," account balance"
"client"," sara money account money sara banking"
"client"," account debited single chèque february received care "
"client"," "
"client"," days layers touch "
"client","cnps paid january money account"
"client"," nchoukabou roukayatou"
"client","sara ont opérate days "
"client"," check account version sara check "
"client"," "
"client"," essence salary pass cut balance "
"client"," account deducted"
"client"," sara app access loan loan left"
"client"," "
"client"," sara money installed ussing access account unexpected response server log "
"client"," account balance "
"client"," account balance frs friday june deposited sum frs"
"client"," balance supposed frs"
"client"," notification account frs"
"client"," "
"client"," account balance"
"client"," reply"
"client"," requirements joint savings account "
"client"," mention joint savings account "
"client"," sara account customer "
"client"," afriland bank account"
"client"," madame transaction cash withdrawal atm accasia yde account debited cash staff pass tomorrow "
"client"," madame transaction cash withdrawal atm accasia yde account debited cash staff pass tomorrow "
"client"," elive william account bank afriland bank limbe sumited document desk attestation power attorney registered account access debut account "
"client",""
"client",""
"client"," "
"client",""
"client",""
"client",""
"client"," understand office limbe sister agents french tall fair desk left entering bank filled documents left photo paid frs cash deducted account receipt told sister accessing account "
"client"," submitted documents attestation power attorney registered account accessed"
"client",""
"client"," "
"client"," rectified scanned phone send sister aflb branch access account "
"client","elivewilliam gmail "
"client"," received email guys hoping read asap "
"client"," "
"client","waiting read "
"client"," heard account"
"client"," office limbe sister agents french tall fair desk left entering bank filled documents left photo paid frs cash deducted account receipt told sister accessing account "
"client"," submitted documents attestation power attorney registered account accessed"
"client"," applied draft reply message granted "
"client",""
"client","pls requested overdraft respond "
"client","pls request account "
"client"," overdraft granted"
"client"," airtime recharge orange account debited received airtime"
"client"," day time"
"client"," "
"client"," airtime recharge orange account debited received airtime"
"client"," day time"
"client"," "
"client"," loan finish"
"client"," account manager contact "
"client"," credit month credit "
"client"," "
"client"," requirements loan"
"client"," applied loan days receive money debit xaf account bank suppose cut month "
"client"," checked account balance xaf minutes withdraw xaf monthly salary rest xaf bank deduct xaf month shocked checking balance xaf "
"client"," solve"
"client"," issue"
"client"," contract form pay loan xaf received xaf"
"client"," card bamenda military office buea people send card buea afraid bank buea"
"client",""
"client"," "
"client"," presently mission afraid bank "
"client"," "
"client"," transfer money bank account mobile money create sara account"
"client"," wait time "
"client","plz "
"client"," "
"client"," plz speak centre agent "
"client"," "
"client"," thankz"
"client"," login sara app"
"client","query return unique result nested exception javax persistence nonuniqueresultexception query return unique result "
"client"," error displayed"
"client"," login sara app app error displayed query return unique result nested exception javax persistence nonuniqueresultexception query return unique result "
"client"," login sara app app uninstall reinstall error displayed query return unique result nested exception javax persistence nonuniqueresultexception query return unique result "
"client"," unable sara anew version updated"
"client"," issue"
"client"," kindly assist"
"client"," kindly respond"
"client","questions pending afriland"
"client"," solution "
"client"," pending yesterday"
"client"," foward"
"client"," accesssara"
"client"," steps messages"
"client"," time"
"client"," issue sara"
"client"," "
"client"," transactions "
"client"," trials"
"client"," messages"
"client"," yesterday transfer sara wallet mtn mobile money stage failure"
"client"," "
"client",""
"client",""
"client"," bank transfer uba afriland "
"client"," salary credited paid company uba account week receive "
"client"," alright issue resolved happy late response assistance"
"client"," apply loan afriland commercial avenue branch documents people melen branch main branch weeks "
"client"," bamenda"
"client"," yesterday called branch avail"
"client"," beg people "
"client",""
"client"," people approve send commercial avenue branch sign"
"client"," "
"client",""
"client"," applly loan wait"
"client"," applied loan wait"
"client"," explain concern week "
"client"," commercial avenue branch "
"client"," scanned documents send people branch menlen"
"client"," "
"client"," waiting reply loan"
"client","account balance"
"client","sara "
"client","amounts debited account initiated debit debited "
"client"," transfer money bank account mobile money account sara "
"client"," "
"client"," clarification "
"client",""
"client"," "
"client"," access sara account "
"client"," "
"client","https wise swift codes countries cameroon afriland bank"
"client"," wise account"
"client"," created "
"client"," "
"client"," authorize transaction occurred money deducted"
"client"," explain happened deduction "
"client"," login message equipment authorized connect account opt code received authorize receive code times phone access account sara app months advise"
"client"," "
"client"," email address tayongbrunoach gmail "
"client",""
"client"," send email checked receive email"
"client",""
"client",""
"client"," screen receive message code"
"client"," "
"client"," "
"client"," "
"client"," register email "
"client"," estimated timeline restoration sms services "
"client",""
"client"," atm card prepaid card card pins time bank hold message "
"client"," "
"client"," created current account afriland account digits transaction told account digits account digits "
"client"," digits account "
"client"," time spoke unable pay tuition fees resolved unable told confirm payment card declined "
"client","afriland requested confirmation code card declined "
"client"," time spoke unable pay tuition fees resolved unable told confirm payment card declined "
"client","afriland requested confirmation code card declined "
"client"," bank withdraw funds account atm insufficient funds deposited frs withdrew unable withdraw "
"client"," withdraw "
"client"," "
"client"," month march noticed deduction fcfa salary month deducted fcfa loan "
"client",""
"client"," reactivate account bc dormant creation loan"
"client"," initialization sera"
"client","account blocked"
"client",""
"client"," initialization sara"
"client",""
"client",""
"client"," madam"
"client"," madam"
"client"," madam"
"client"," change password sara account completely create account avoid unknown party acessing account"
"client"," unknown person account details deposit frauds concern "
"client"," team nkemajen regina mangoh account phone emails reginakercy gmail nkemajenregina gmail card weeks change password sara account suspicions party involved agency olembe branch times complaining network unable receive code change password channeled complaint agency receive message visit head office head office hippodrome claimed sending message receive hrs office email address told usual network challeges constantly monitor accounts suspicions dissatified confused glad issue handled anticipation positive feedback "
"client"," kindly double check unable transactions prepaid card "
"client"," times messages payment denied bank image "
"client"," pay ticket kenya airways message "
"client",""
"client"," kindly unblock card online transactions"
"client","card "
"client"," december card withdraw atm uba times money machine account debited left bicec transactions amounts debited account received "
"client"," office limbe complain"
"client"," money credited account"
"client"," noticed yesterday credited account"
"client"," waking money account"
"client"," registering sara afriland bank agent attended phone sara person registered sara register sara "
"client",""
"client"," month access account sara "
"client"," overdraft "
"client",""
"client",""
"client",""
"client"," afternoon madam issue carried transaction sara money account transferred money sara wallet mobile money successful money deducted account otp code validate send transaction details "
"client","transaction pdf"
"client","details"
"client"," "
"client"," deposited loan demand afriland baleng days received feedback account branch bastos "
"client"," deposited loan demand afriland baleng days received feedback account branch bastos gestionnaire fonds commerce bastos validated loan waiting loan validation documents sign"
"client"," signed documents afriland baleng friday january "
"client"," bank gestionaire fond commerce afriland bastos treated credit application applied weeks signed credit application documents "
"client"," patient process request "
"client"," people tomorrow "
"client"," yesterday frs account gab withdraw frs buea failed withdrawal mtn momo time account balance frs earlier withdrawal frs frs balance supposed left frs frs claiming deduction frs account "
"client"," frs transaction frs"
"client"," deduction frs times times"
"client"," surprised balance account frs withdrew frs account yesterday monthly salary"
"client"," march salary payslip stands frs expected balance frs credit deductions barely frs understand "
"client"," requested withdrawal frs mobile money hours "
"client"," deduction account received requested momo account"
"client"," day"
"client",""
"client","money deducted account month understand"
"client"," salary loan balance supposed "
"client"," "
"client"," "
"client",""
"client","money deducted account month understand salary loan standing insurance premium balance supposed "
"client"," loan remaining refunded "
"client","goodday applied loan limbe branch close month response "
"client"," logging sara account financial transaction failed times informed sara account suspended"
"client"," "
"client"," real money withdrawing money sara money failed resend money bank account withdraw atm difficulties sending money account money "
"client"," unable recover money sara wallet saturday money blocked sara wallet unable enter phone bank account"
"client"," created account agent told receive message sara money create code received messages"
"client"," card buea branch uae"
"client",""
"client"," sara money account loging details enter valid password kindly check "
"client"," "
"client"," retrieve sara account"
"client","pls sara money account"
"client",""
"client"," sara money account loging details "
"client",""
"client"," check sara account update "
"client"," "
"client"," screenshot forwarded "
"client"," registered"
"client"," "
"client"," "
"client"," exact "
"client"," kindly "
"client"," teach north"
"client"," grateful "
"client"," "
"client","waiting "
"client",""
"client"," received"
"client"," waiting pin"
"client"," waiting "
"client"," sara money account responding"
"client"," phone "
"client"," subscribe sara "
"client"," kindly retrieve sara account"
"client"," sara money account demands loging details "
"client"," "
"client"," unblock account"
"client"," received message bank eligible shortcode "
"client"," connect"
"client"," packageeco cost frs frs deducted account month"
"client"," meet deduction frs"
"client"," account deducted frs meaning packeco deducted frs deducted frs deduct credit account frs"
"client","package eco"
"client"," send money china cameroon bank account send person "
"client"," office wednesday "
"client"," day"
"client"," login sara app online transactions"
"client"," "
"client"," sara application days frustrating downloaded version "
"client"," create bank app serve purpose time leaves stranded"
"client"," "
"client"," application frustrating customers "
"client"," sara app "
"client"," transaction pending hours"
